question,target,answer,is_tenten,author,,date
tôi có thể biết thêm chi tiết về giới hạn dịch vụ ở đâu,co_bi_gioi_han_su_dung_khong,"Tùy theo các điều khoản ,quy chế sử dụng, vẫn có trường hợp chúng tôi sẽ\ngiới hạn dịch vụ của khách hàng như tạm ngưng sử dụng dịch vụ v.v.\nXem thêm quy định sử dụng của Tenten tại đây\nhttps://tenten.vn/Support/usingPolicy\n\n<a href=""https://tenten.vn/faq/74-co-bi-gioi-han-su-dung-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/74-co-bi-gioi-han-su-dung-khong</a>",,Tunghv,,11/12/2018
khi nào thì bị giới hạn sử dụng không?,co_bi_gioi_han_su_dung_khong,"Tùy theo các điều khoản ,quy chế sử dụng, vẫn có trường hợp chúng tôi sẽ\ngiới hạn dịch vụ của khách hàng như tạm ngưng sử dụng dịch vụ v.v.\nXem thêm quy định sử dụng của Tenten tại đây\nhttps://tenten.vn/Support/usingPolicy\n\n<a href=""https://tenten.vn/faq/74-co-bi-gioi-han-su-dung-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/74-co-bi-gioi-han-su-dung-khong</a>",1,Tunghv,,11/12/2018
đối với bản OS tenten thì tạo được bao nhiêu ssh key pair,co_gioi_han_so_ssh_key_pair_khong,"Bạn có thể tạo được số lượng lớn nhất là 20 cái đối với bản OS tiêu chuẩn của tenten. Và không giới hạn về download\n<a href=""https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong</a>",,Tunghv,,10/12/2018
có giới hạn về ssh key pair không vậy?,co_gioi_han_so_ssh_key_pair_khong,"Bạn có thể tạo được số lượng lớn nhất là 20 cái đối với bản OS tiêu chuẩn của tenten. Và không giới hạn về download\n<a href=""https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong</a>",,Tunghv,,10/12/2018
tôi có thể tạo bao nhiêu ssh key?,co_gioi_han_so_ssh_key_pair_khong,"Bạn có thể tạo được số lượng lớn nhất là 20 cái đối với bản OS tiêu chuẩn của tenten. Và không giới hạn về download\n<a href=""https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong</a>",,Tunghv,,10/12/2018
tôi có thể tạo được bao nhiêu SSH Key Pair,co_gioi_han_so_ssh_key_pair_khong,"Bạn có thể tạo được số lượng lớn nhất là 20 cái đối với bản OS tiêu chuẩn của tenten. Và không giới hạn về download\n<a href=""https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong</a>",,Tunghv,,10/12/2018
Có giới hạn số SSH Key Pair được tạo không ?,co_gioi_han_so_ssh_key_pair_khong,"Bạn có thể tạo được số lượng lớn nhất là 20 cái đối với bản OS tiêu chuẩn của tenten. Và không giới hạn về download\n<a href=""https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong</a>",1,Tunghv,,10/12/2018
có bao nhiêu ssh key pair có thể tạo,co_gioi_han_so_ssh_key_pair_khong,"Bạn có thể tạo được số lượng lớn nhất là 20 cái đối với bản OS tiêu chuẩn của tenten. Và không giới hạn về download\n<a href=""https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong</a>",,MinhTH,,11/12/2018
có bị giới hạn số lượt tải ssh key pair không?,co_gioi_han_so_ssh_key_pair_khong,"Bạn có thể tạo được số lượng lớn nhất là 20 cái đối với bản OS tiêu chuẩn của tenten. Và không giới hạn về download\n<a href=""https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong</a>",,MinhTH,,11/12/2018
mình có thể tạo ra bao nhiêu ssh key? ,co_gioi_han_so_ssh_key_pair_khong,"Bạn có thể tạo được số lượng lớn nhất là 20 cái đối với bản OS tiêu chuẩn của tenten. Và không giới hạn về download\n<a href=""https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/110-co-gioi-han-so-ssh-key-pair-khong</a>",,MinhTH,,11/12/2018
Có những loại OS nào ?,co_nhung_loai_os_nao,"OS tiêu chuẩn là CentOS6.3.\nNgoài ra quý khách có thể lựa chọn cài đặt các OS khác như:\n-\tCentOS\n-\tScientific Linux\n-\tUbuntu\n-\tFreeBSD\n-\tDebian\n-\tFedora\n-\tArch Linux\n\n<a href=""https://tenten.vn/faq/109-co-nhung-loai-os-nao"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/109-co-nhung-loai-os-nao</a>",1,MinhTH,,11/12/2018
loại os,co_nhung_loai_os_nao,"OS tiêu chuẩn là CentOS6.3.\nNgoài ra quý khách có thể lựa chọn cài đặt các OS khác như:\n-\tCentOS\n-\tScientific Linux\n-\tUbuntu\n-\tFreeBSD\n-\tDebian\n-\tFedora\n-\tArch Linux\n\n<a href=""https://tenten.vn/faq/109-co-nhung-loai-os-nao"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/109-co-nhung-loai-os-nao</a>",,MinhTH,,11/12/2018
có bao nhiêu loại os?,co_nhung_loai_os_nao,"OS tiêu chuẩn là CentOS6.3.\nNgoài ra quý khách có thể lựa chọn cài đặt các OS khác như:\n-\tCentOS\n-\tScientific Linux\n-\tUbuntu\n-\tFreeBSD\n-\tDebian\n-\tFedora\n-\tArch Linux\n\n<a href=""https://tenten.vn/faq/109-co-nhung-loai-os-nao"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/109-co-nhung-loai-os-nao</a>",,MinhTH,,11/12/2018
cần tư vấn sử dụng loại os,co_nhung_loai_os_nao,"OS tiêu chuẩn là CentOS6.3.\nNgoài ra quý khách có thể lựa chọn cài đặt các OS khác như:\n-\tCentOS\n-\tScientific Linux\n-\tUbuntu\n-\tFreeBSD\n-\tDebian\n-\tFedora\n-\tArch Linux\n\n<a href=""https://tenten.vn/faq/109-co-nhung-loai-os-nao"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/109-co-nhung-loai-os-nao</a>",,MinhTH,,11/12/2018
control panel có chức năng quản lí server không,co_thanh_cong_cu_quan_ly_server_khong,"Chúng tôi có chuẩn bị sẵn Control Panel do tự công ty sáng tạo.\nỞ Control panel có thể thao tác khởi động, tạm dừng, khởi động lại Server để quản lý VPS.\n※Không có các chức năng thiết định Web hay mail.\n\n<a href=""https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong</a>",,Tunghv,,11/12/2018
có chức năng quản lý server trên không,co_thanh_cong_cu_quan_ly_server_khong,"Chúng tôi có chuẩn bị sẵn Control Panel do tự công ty sáng tạo.\nỞ Control panel có thể thao tác khởi động, tạm dừng, khởi động lại Server để quản lý VPS.\n※Không có các chức năng thiết định Web hay mail.\n\n<a href=""https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong</a>",,Tunghv,,11/12/2018
tôi có thể quản lí server với control panel không hả bạn,co_thanh_cong_cu_quan_ly_server_khong,"Chúng tôi có chuẩn bị sẵn Control Panel do tự công ty sáng tạo.\nỞ Control panel có thể thao tác khởi động, tạm dừng, khởi động lại Server để quản lý VPS.\n※Không có các chức năng thiết định Web hay mail.\n\n<a href=""https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong</a>",,Tunghv,,11/12/2018
control panel là có thể quản lí server được không,co_thanh_cong_cu_quan_ly_server_khong,"Chúng tôi có chuẩn bị sẵn Control Panel do tự công ty sáng tạo.\nỞ Control panel có thể thao tác khởi động, tạm dừng, khởi động lại Server để quản lý VPS.\n※Không có các chức năng thiết định Web hay mail.\n\n<a href=""https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong</a>",,Tunghv,,11/12/2018
Có thanh công cụ quản lý server trong control panel không ?,co_thanh_cong_cu_quan_ly_server_khong,"Chúng tôi có chuẩn bị sẵn Control Panel do tự công ty sáng tạo.\nỞ Control panel có thể thao tác khởi động, tạm dừng, khởi động lại Server để quản lý VPS.\n※Không có các chức năng thiết định Web hay mail.\n\n<a href=""https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong</a>",1,MinhTH,,11/12/2018
công cụ quản lý server,co_thanh_cong_cu_quan_ly_server_khong,"Chúng tôi có chuẩn bị sẵn Control Panel do tự công ty sáng tạo.\nỞ Control panel có thể thao tác khởi động, tạm dừng, khởi động lại Server để quản lý VPS.\n※Không có các chức năng thiết định Web hay mail.\n\n<a href=""https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong</a>",,MinhTH,,11/12/2018
chức năng quản lý server,co_thanh_cong_cu_quan_ly_server_khong,"Chúng tôi có chuẩn bị sẵn Control Panel do tự công ty sáng tạo.\nỞ Control panel có thể thao tác khởi động, tạm dừng, khởi động lại Server để quản lý VPS.\n※Không có các chức năng thiết định Web hay mail.\n\n<a href=""https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong</a>",,MinhTH,,11/12/2018
bên mình có công cụ hỗ trợ chức năng quản lí server không?,co_thanh_cong_cu_quan_ly_server_khong,"Chúng tôi có chuẩn bị sẵn Control Panel do tự công ty sáng tạo.\nỞ Control panel có thể thao tác khởi động, tạm dừng, khởi động lại Server để quản lý VPS.\n※Không có các chức năng thiết định Web hay mail.\n\n<a href=""https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/98-co-thanh-cong-cu-quan-ly-server-khong</a>",,MinhTH,,11/12/2018
"Có thể quản lý, vận hành cùng lúc nhiều VPS không ?",co_the_quan_ly_van_hanh_cung_luc_nhieu_vps_khong,"Có thể.\n<a href=""https://tenten.vn/faq/116-co-the-quan-ly-van-hanh-cung-luc-nhieu-vps-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/116-co-the-quan-ly-van-hanh-cung-luc-nhieu-vps-khong</a>",1,MinhTH,,11/12/2018
vps có thể quản lý nhiều cái cùng lúc được không?,co_the_quan_ly_van_hanh_cung_luc_nhieu_vps_khong,"Có thể.\n<a href=""https://tenten.vn/faq/116-co-the-quan-ly-van-hanh-cung-luc-nhieu-vps-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/116-co-the-quan-ly-van-hanh-cung-luc-nhieu-vps-khong</a>",,MinhTH,,11/12/2018
tôi muốn vận hành nhiều vps một lúc thì làm như thế nào,co_the_quan_ly_van_hanh_cung_luc_nhieu_vps_khong,"Có thể.\n<a href=""https://tenten.vn/faq/116-co-the-quan-ly-van-hanh-cung-luc-nhieu-vps-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/116-co-the-quan-ly-van-hanh-cung-luc-nhieu-vps-khong</a>",,ManhhBV,,11/12/2018
có cách nào để quản lí nhiều vps cùng lúc không,co_the_quan_ly_van_hanh_cung_luc_nhieu_vps_khong,"Có thể.\n<a href=""https://tenten.vn/faq/116-co-the-quan-ly-van-hanh-cung-luc-nhieu-vps-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/116-co-the-quan-ly-van-hanh-cung-luc-nhieu-vps-khong</a>",,ManhhBV,,11/12/2018
vận hành cùng lúc nhiều vps thì tôi phải làm gì,co_the_quan_ly_van_hanh_cung_luc_nhieu_vps_khong,"Có thể.\n<a href=""https://tenten.vn/faq/116-co-the-quan-ly-van-hanh-cung-luc-nhieu-vps-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/116-co-the-quan-ly-van-hanh-cung-luc-nhieu-vps-khong</a>",,ManhhBV,,11/12/2018
bạn có thể giải thích về cụm từ sử dụng cả phương thức ảo hóa hoàn và phương thức ảo hóa cơ bản là gì hả bạn?,co_the_su_dung_ca_phuong_thuc_ao_hoa_hoan_va_phuong_thuc_ao_hoa_co_ban_nghia_la_gi,"Ở VPS,có thể sử dụng Virtio như 1 phương thức đểảo hóa cơ bản. \nPhương thức ảo hóa cơ bản so với ảo hóa hoàn toàn thì tốc độ truy cập vào thiết\nbị có ưu thế hơn.Ở VPS của tenten, chúng tôi trang bị cả phương thức ảo hóa hoàn \nvà phương thức ảo hóa cơ bản dùng (virtio).\nKhi cài đặt lại hệ điều hành, xin vui lòng chọn ON , OFFvirtio tùy theo hệđiều hành bạn đang sử dụng.\nBạn cũng có thể ON,...\n<a href=""https://tenten.vn/faq/79-co-the-su-dung-ca-phuong-thuc-ao-hoa-hoan-va-phuong-thuc-ao-hoa-co-ban-nghia-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/79-co-the-su-dung-ca-phuong-thuc-ao-hoa-hoan-va-phuong-thuc-ao-hoa-co-ban-nghia-la-gi</a>",,Tunghv,,11/12/2018
có thể sử dụng cả phương thức ảo hóa hoàn và phương thức ảo hóa cơ bản không,co_the_su_dung_ca_phuong_thuc_ao_hoa_hoan_va_phuong_thuc_ao_hoa_co_ban_nghia_la_gi,"Ở VPS,có thể sử dụng Virtio như 1 phương thức đểảo hóa cơ bản. \nPhương thức ảo hóa cơ bản so với ảo hóa hoàn toàn thì tốc độ truy cập vào thiết\nbị có ưu thế hơn.Ở VPS của tenten, chúng tôi trang bị cả phương thức ảo hóa hoàn \nvà phương thức ảo hóa cơ bản dùng (virtio).\nKhi cài đặt lại hệ điều hành, xin vui lòng chọn ON , OFFvirtio tùy theo hệđiều hành bạn đang sử dụng.\nBạn cũng có thể ON,...\n<a href=""https://tenten.vn/faq/79-co-the-su-dung-ca-phuong-thuc-ao-hoa-hoan-va-phuong-thuc-ao-hoa-co-ban-nghia-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/79-co-the-su-dung-ca-phuong-thuc-ao-hoa-hoan-va-phuong-thuc-ao-hoa-co-ban-nghia-la-gi</a>",,Tunghv,,11/12/2018
có thể sử dụng cả phương thức ảo hóa hoàn và phương thức ảo hóa cơ bản nghĩa là gì,co_the_su_dung_ca_phuong_thuc_ao_hoa_hoan_va_phuong_thuc_ao_hoa_co_ban_nghia_la_gi,"Ở VPS,có thể sử dụng Virtio như 1 phương thức đểảo hóa cơ bản. \nPhương thức ảo hóa cơ bản so với ảo hóa hoàn toàn thì tốc độ truy cập vào thiết\nbị có ưu thế hơn.Ở VPS của tenten, chúng tôi trang bị cả phương thức ảo hóa hoàn \nvà phương thức ảo hóa cơ bản dùng (virtio).\nKhi cài đặt lại hệ điều hành, xin vui lòng chọn ON , OFFvirtio tùy theo hệđiều hành bạn đang sử dụng.\nBạn cũng có thể ON,...\n<a href=""https://tenten.vn/faq/79-co-the-su-dung-ca-phuong-thuc-ao-hoa-hoan-va-phuong-thuc-ao-hoa-co-ban-nghia-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/79-co-the-su-dung-ca-phuong-thuc-ao-hoa-hoan-va-phuong-thuc-ao-hoa-co-ban-nghia-la-gi</a>",,Tunghv,,11/12/2018
mình không hiểu về phương thức ảo hóa hoàn và phương thưc ảo hóa cơ bản,co_the_su_dung_ca_phuong_thuc_ao_hoa_hoan_va_phuong_thuc_ao_hoa_co_ban_nghia_la_gi,"Ở VPS,có thể sử dụng Virtio như 1 phương thức đểảo hóa cơ bản. \nPhương thức ảo hóa cơ bản so với ảo hóa hoàn toàn thì tốc độ truy cập vào thiết\nbị có ưu thế hơn.Ở VPS của tenten, chúng tôi trang bị cả phương thức ảo hóa hoàn \nvà phương thức ảo hóa cơ bản dùng (virtio).\nKhi cài đặt lại hệ điều hành, xin vui lòng chọn ON , OFFvirtio tùy theo hệđiều hành bạn đang sử dụng.\nBạn cũng có thể ON,...\n<a href=""https://tenten.vn/faq/79-co-the-su-dung-ca-phuong-thuc-ao-hoa-hoan-va-phuong-thuc-ao-hoa-co-ban-nghia-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/79-co-the-su-dung-ca-phuong-thuc-ao-hoa-hoan-va-phuong-thuc-ao-hoa-co-ban-nghia-la-gi</a>",,Tunghv,,11/12/2018
phương thức ảo hóa hoàn và phương thức ảo hóa cơ bản nghĩa là gì hả bạn,co_the_su_dung_ca_phuong_thuc_ao_hoa_hoan_va_phuong_thuc_ao_hoa_co_ban_nghia_la_gi,"Ở VPS,có thể sử dụng Virtio như 1 phương thức đểảo hóa cơ bản. \nPhương thức ảo hóa cơ bản so với ảo hóa hoàn toàn thì tốc độ truy cập vào thiết\nbị có ưu thế hơn.Ở VPS của tenten, chúng tôi trang bị cả phương thức ảo hóa hoàn \nvà phương thức ảo hóa cơ bản dùng (virtio).\nKhi cài đặt lại hệ điều hành, xin vui lòng chọn ON , OFFvirtio tùy theo hệđiều hành bạn đang sử dụng.\nBạn cũng có thể ON,...\n<a href=""https://tenten.vn/faq/79-co-the-su-dung-ca-phuong-thuc-ao-hoa-hoan-va-phuong-thuc-ao-hoa-co-ban-nghia-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/79-co-the-su-dung-ca-phuong-thuc-ao-hoa-hoan-va-phuong-thuc-ao-hoa-co-ban-nghia-la-gi</a>",,Tunghv,,11/12/2018
Có thể sử dụng cả phương thức ảo hóa hoàn và phương thức ảo hóa cơ bản nghĩa là gì,co_the_su_dung_ca_phuong_thuc_ao_hoa_hoan_va_phuong_thuc_ao_hoa_co_ban_nghia_la_gi,"Ở VPS,có thể sử dụng Virtio như 1 phương thức đểảo hóa cơ bản. \nPhương thức ảo hóa cơ bản so với ảo hóa hoàn toàn thì tốc độ truy cập vào thiết\nbị có ưu thế hơn.Ở VPS của tenten, chúng tôi trang bị cả phương thức ảo hóa hoàn \nvà phương thức ảo hóa cơ bản dùng (virtio).\nKhi cài đặt lại hệ điều hành, xin vui lòng chọn ON , OFFvirtio tùy theo hệđiều hành bạn đang sử dụng.\nBạn cũng có thể ON,...\n<a href=""https://tenten.vn/faq/79-co-the-su-dung-ca-phuong-thuc-ao-hoa-hoan-va-phuong-thuc-ao-hoa-co-ban-nghia-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/79-co-the-su-dung-ca-phuong-thuc-ao-hoa-hoan-va-phuong-thuc-ao-hoa-co-ban-nghia-la-gi</a>",1,Tunghv,,11/12/2018
